Date,Value
2007/6/24,65.18
2007/6/25,76.66
2007/6/26,75.52
2007/6/27,91.4
2007/6/28,59.1
2007/6/29,114.13
2007/6/30,107.4
2007/7/1,90.76
2007/7/2,153.72
2007/7/3,153.22
2007/7/4,159.69
2007/7/5,144.6
2007/7/6,121.86
2007/7/7,54.21
2007/7/8,82.92
2007/7/9,152.3
2007/7/10,133.91
2007/7/11,116.34
2007/7/12,98.02
2007/7/13,150.71
2007/7/14,74.02
2007/7/15,114.08
2007/7/16,176.56
2007/7/17,113.13
2007/7/18,154.23
2007/7/19,82.13
2007/7/20,89.44
2007/7/21,87.69
2007/7/22,104.33
2007/7/23,128.36
2007/7/24,82.63
2007/7/25,91.58
2007/7/26,124.33
2007/7/27,108.05
2007/7/28,97.85
2007/7/29,65.11
2007/7/30,97.77
2007/7/31,129.9
2007/8/1,124.14
2007/8/2,95.07
2007/8/3,122.34
2007/8/4,97.68
2007/8/5,69.01
2007/8/6,104.24
2007/8/7,127.12
2007/8/8,92.29
2007/8/9,75.63
2007/8/10,102.69
2007/8/11,73.03
2007/8/12,45.43
2007/8/13,84.72
2007/8/14,66.85
2007/8/15,109.51
2007/8/16,106
2007/8/17,82.18
2007/8/18,75.35
2007/8/19,58.48
2007/8/20,111.35
2007/8/21,60.49
2007/8/22,76.27
2007/8/23,58.58
2007/8/24,77.18
2007/8/25,38.66
2007/8/26,50.9
2007/8/27,75.39
2007/8/28,83.41
2007/8/29,74.04
2007/8/30,81.22
2007/8/31,77.52
2007/9/1,41.15
2007/9/2,46.07
2007/9/3,161.81
2007/9/4,115.38
2007/9/5,91.66
2007/9/6,100.21
2007/9/7,109.41
2007/9/8,80.93
2007/9/9,100.38
2007/9/10,122.55
2007/9/11,105.62
2007/9/12,99.83
2007/9/13,124.08
2007/9/14,85.01
2007/9/15,67.06
2007/9/16,65.76
2007/9/17,44.76
2007/9/18,98.49
2007/9/19,72.01
2007/9/20,121.83
2007/9/21,87.09
2007/9/22,70.42
2007/9/23,38.47
2007/9/24,90.24
2007/9/25,106.34
2007/9/26,97.6
2007/9/27,177.98
2007/9/28,118.72
2007/9/29,78.99
2007/9/30,61.72
2007/10/1,121.76
2007/10/2,103.52
2007/10/3,81.43
2007/10/4,86.28
2007/10/5,125
2007/10/6,69.44
2007/10/7,55.47
2007/10/8,126.3
2007/10/9,72.08
2007/10/10,82.37
2007/10/11,68.59
2007/10/12,77.94
2007/10/13,84.06
2007/10/14,65.35
2007/10/15,82.16
2007/10/16,151.87
